@relation R_data_frame

@attribute Species string
@attribute chromogram_0_0 numeric
@attribute chromogram_1_0 numeric
@attribute chromogram_2_0 numeric
@attribute chromogram_3_0 numeric
@attribute chromogram_4_0 numeric
@attribute chromogram_5_0 numeric
@attribute chromogram_6_0 numeric
@attribute chromogram_7_0 numeric
@attribute chromogram_8_0 numeric
@attribute chromogram_9_0 numeric
@attribute chromogram_10_0 numeric
@attribute chromogram_11_0 numeric
@attribute chromogram_0_1 numeric
@attribute chromogram_1_1 numeric
@attribute chromogram_2_1 numeric
@attribute chromogram_3_1 numeric
@attribute chromogram_4_1 numeric
@attribute chromogram_5_1 numeric
@attribute chromogram_6_1 numeric
@attribute chromogram_7_1 numeric
@attribute chromogram_8_1 numeric
@attribute chromogram_9_1 numeric
@attribute chromogram_10_1 numeric
@attribute chromogram_11_1 numeric
@attribute chromogram_0_2 numeric
@attribute chromogram_1_2 numeric
@attribute chromogram_2_2 numeric
@attribute chromogram_3_2 numeric
@attribute chromogram_4_2 numeric
@attribute chromogram_5_2 numeric
@attribute chromogram_6_2 numeric
@attribute chromogram_7_2 numeric
@attribute chromogram_8_2 numeric
@attribute chromogram_9_2 numeric
@attribute chromogram_10_2 numeric
@attribute chromogram_11_2 numeric
@attribute chromogram_0_3 numeric
@attribute chromogram_1_3 numeric
@attribute chromogram_2_3 numeric
@attribute chromogram_3_3 numeric
@attribute chromogram_4_3 numeric
@attribute chromogram_5_3 numeric
@attribute chromogram_6_3 numeric
@attribute chromogram_7_3 numeric
@attribute chromogram_8_3 numeric
@attribute chromogram_9_3 numeric
@attribute chromogram_10_3 numeric
@attribute chromogram_11_3 numeric
@attribute chromogram_0_4 numeric
@attribute chromogram_1_4 numeric
@attribute chromogram_2_4 numeric
@attribute chromogram_3_4 numeric
@attribute chromogram_4_4 numeric
@attribute chromogram_5_4 numeric
@attribute chromogram_6_4 numeric
@attribute chromogram_7_4 numeric
@attribute chromogram_8_4 numeric
@attribute chromogram_9_4 numeric
@attribute chromogram_10_4 numeric
@attribute chromogram_11_4 numeric
@attribute chromogram_0_5 numeric
@attribute chromogram_1_5 numeric
@attribute chromogram_2_5 numeric
@attribute chromogram_3_5 numeric
@attribute chromogram_4_5 numeric
@attribute chromogram_5_5 numeric
@attribute chromogram_6_5 numeric
@attribute chromogram_7_5 numeric
@attribute chromogram_8_5 numeric
@attribute chromogram_9_5 numeric
@attribute chromogram_10_5 numeric
@attribute chromogram_11_5 numeric
@attribute chromogram_0_6 numeric
@attribute chromogram_1_6 numeric
@attribute chromogram_2_6 numeric
@attribute chromogram_3_6 numeric
@attribute chromogram_4_6 numeric
@attribute chromogram_5_6 numeric
@attribute chromogram_6_6 numeric
@attribute chromogram_7_6 numeric
@attribute chromogram_8_6 numeric
@attribute chromogram_9_6 numeric
@attribute chromogram_10_6 numeric
@attribute chromogram_11_6 numeric
@attribute chromogram_0_7 numeric
@attribute chromogram_1_7 numeric
@attribute chromogram_2_7 numeric
@attribute chromogram_3_7 numeric
@attribute chromogram_4_7 numeric
@attribute chromogram_5_7 numeric
@attribute chromogram_6_7 numeric
@attribute chromogram_7_7 numeric
@attribute chromogram_8_7 numeric
@attribute chromogram_9_7 numeric
@attribute chromogram_10_7 numeric
@attribute chromogram_11_7 numeric
@attribute chromogram_0_8 numeric
@attribute chromogram_1_8 numeric
@attribute chromogram_2_8 numeric
@attribute chromogram_3_8 numeric
@attribute chromogram_4_8 numeric
@attribute chromogram_5_8 numeric
@attribute chromogram_6_8 numeric
@attribute chromogram_7_8 numeric
@attribute chromogram_8_8 numeric
@attribute chromogram_9_8 numeric
@attribute chromogram_10_8 numeric
@attribute chromogram_11_8 numeric
@attribute chromogram_0_9 numeric
@attribute chromogram_1_9 numeric
@attribute chromogram_2_9 numeric
@attribute chromogram_3_9 numeric
@attribute chromogram_4_9 numeric
@attribute chromogram_5_9 numeric
@attribute chromogram_6_9 numeric
@attribute chromogram_7_9 numeric
@attribute chromogram_8_9 numeric
@attribute chromogram_9_9 numeric
@attribute chromogram_10_9 numeric
@attribute chromogram_11_9 numeric
@attribute chromogram_0_10 numeric
@attribute chromogram_1_10 numeric
@attribute chromogram_2_10 numeric
@attribute chromogram_3_10 numeric
@attribute chromogram_4_10 numeric
@attribute chromogram_5_10 numeric
@attribute chromogram_6_10 numeric
@attribute chromogram_7_10 numeric
@attribute chromogram_8_10 numeric
@attribute chromogram_9_10 numeric
@attribute chromogram_10_10 numeric
@attribute chromogram_11_10 numeric
@attribute chromogram_0_11 numeric
@attribute chromogram_1_11 numeric
@attribute chromogram_2_11 numeric
@attribute chromogram_3_11 numeric
@attribute chromogram_4_11 numeric
@attribute chromogram_5_11 numeric
@attribute chromogram_6_11 numeric
@attribute chromogram_7_11 numeric
@attribute chromogram_8_11 numeric
@attribute chromogram_9_11 numeric
@attribute chromogram_10_11 numeric
@attribute chromogram_11_11 numeric
@attribute chromogram_0_12 numeric
@attribute chromogram_1_12 numeric
@attribute chromogram_2_12 numeric
@attribute chromogram_3_12 numeric
@attribute chromogram_4_12 numeric
@attribute chromogram_5_12 numeric
@attribute chromogram_6_12 numeric
@attribute chromogram_7_12 numeric
@attribute chromogram_8_12 numeric
@attribute chromogram_9_12 numeric
@attribute chromogram_10_12 numeric
@attribute chromogram_11_12 numeric
@attribute spec_centr_0 numeric
@attribute spec_centr_1 numeric
@attribute spec_centr_2 numeric
@attribute spec_centr_3 numeric
@attribute spec_centr_4 numeric
@attribute spec_centr_5 numeric
@attribute spec_centr_6 numeric
@attribute spec_centr_7 numeric
@attribute spec_centr_8 numeric
@attribute spec_centr_10 numeric
@attribute spec_centr_11 numeric
@attribute spec_centr_12 numeric

@data
Columba_oenas,1,0.96655,0.949379,0.954845,0.831506,0.49394,0.360571,0.327498,0.397265,0.573205,0.595448,0.799261,0.612401,0.634203,0.737788,0.94981,1,0.595124,0.270144,0.181041,0.214107,0.276022,0.327257,0.475054,0.157117,0.117062,0.248522,0.763864,1,0.407148,0.117295,0.076854,0.08923,0.098323,0.094502,0.110295,0.056271,0.075986,0.254294,0.740951,1,0.352997,0.074264,0.037242,0.029743,0.043715,0.038432,0.040239,0.043257,0.032803,0.136261,0.524769,1,0.459431,0.102602,0.044124,0.045166,0.035229,0.023943,0.025308,0.072211,0.067698,0.101072,0.296283,1,0.578457,0.151283,0.059534,0.058545,0.044348,0.053137,0.075391,0.099606,0.08977,0.109204,0.285639,1,0.891101,0.315989,0.085265,0.099429,0.138253,0.117926,0.102201,0.075734,0.084387,0.154578,0.38589,1,0.734077,0.294017,0.14108,0.135794,0.155556,0.117418,0.090351,0.050614,0.063453,0.202638,0.605145,1,0.308306,0.176377,0.127085,0.075666,0.058493,0.051043,0.051453,0.044063,0.040175,0.087434,0.336717,1,0.690603,0.23605,0.134999,0.078035,0.027942,0.023729,0.03149,0.051273,0.045092,0.086045,0.334086,1,0.569938,0.141705,0.115622,0.139476,0.071585,0.038614,0.037926,0.102405,0.111092,0.260398,0.683847,1,0.592658,0.213101,0.220609,0.22156,0.170038,0.144671,0.142259,0.374319,0.554338,0.825236,1,0.279394,0.945373,0.735719,0.228204,0.1426,0.133353,0.254547,0.370439,1272.47861,1354.979155,1378.835052,1306.188312,1266.560655,1157.801008,1047.946347,1132.547906,1470.769936,1196.180009,1146.249177,1169.005636
Columba_oenas,0.973785,0.960769,0.969524,1,0.893651,0.530042,0.376901,0.33126,0.369942,0.537357,0.580576,0.760873,0.58427,0.612071,0.715898,0.929909,1,0.596603,0.271074,0.18011,0.205301,0.263995,0.312249,0.445873,0.154902,0.117378,0.233135,0.751422,1,0.424723,0.120051,0.076286,0.088002,0.097439,0.093483,0.107798,0.055456,0.073978,0.23988,0.727589,1,0.374582,0.077311,0.037905,0.029694,0.043221,0.03835,0.039557,0.04301,0.033377,0.127002,0.512982,1,0.481905,0.109502,0.044133,0.045662,0.035759,0.024177,0.025135,0.073104,0.068028,0.098774,0.285286,1,0.605232,0.163747,0.06025,0.059682,0.045375,0.052994,0.075977,0.100876,0.091123,0.108494,0.277393,1,0.915606,0.341221,0.088201,0.099338,0.13959,0.12021,0.103144,0.076096,0.08389,0.151412,0.378876,1,0.752952,0.30877,0.143667,0.136132,0.156477,0.119361,0.09122,0.050457,0.062281,0.191807,0.592962,1,0.331734,0.17481,0.132216,0.076181,0.058398,0.050426,0.051076,0.044022,0.040571,0.083231,0.326202,1,0.714901,0.25125,0.136478,0.082403,0.029058,0.023766,0.031416,0.051411,0.04576,0.082526,0.324359,1,0.592806,0.152611,0.114917,0.143001,0.074921,0.039497,0.038008,0.101254,0.108822,0.239971,0.640959,1,0.618958,0.227584,0.21112,0.221561,0.175308,0.148086,0.143047,0.350755,0.503212,0.696072,0.751041,0.311936,1,0.708391,0.20068,0.130043,0.137669,0.260289,0.358582,1275.074903,1354.212357,1379.058828,1305.218787,1266.262647,1157.361994,1047.15646,1134.405061,1470.832457,1195.847158,1151.126516,1182.404516
Columba_oenas,0.869378,0.878779,0.940384,1,0.907065,0.533181,0.377253,0.327857,0.325668,0.454193,0.526708,0.673358,0.552898,0.589604,0.709491,0.921217,1,0.57293,0.255602,0.18146,0.200401,0.254679,0.301644,0.422612,0.154386,0.114228,0.246273,0.764131,1,0.403165,0.114962,0.07574,0.087664,0.09687,0.092714,0.10779,0.05567,0.075333,0.252965,0.738196,1,0.355086,0.074886,0.037443,0.029861,0.043456,0.037992,0.039681,0.043408,0.033074,0.135577,0.521364,1,0.459946,0.102711,0.043924,0.04532,0.035101,0.024012,0.025632,0.072639,0.067923,0.100147,0.293063,1,0.583053,0.153379,0.06015,0.058959,0.045166,0.05406,0.07625,0.09994,0.090439,0.110391,0.287188,1,0.893787,0.317936,0.086165,0.100304,0.139389,0.118471,0.102237,0.074858,0.083744,0.155587,0.389846,1,0.726912,0.291624,0.141176,0.135669,0.155069,0.117011,0.089996,0.050783,0.063403,0.201498,0.602917,1,0.310562,0.178035,0.127667,0.074713,0.056875,0.049713,0.050653,0.04393,0.039892,0.086428,0.334453,1,0.693317,0.234636,0.133911,0.078531,0.028191,0.023875,0.031569,0.051496,0.045288,0.086549,0.335317,1,0.566105,0.141112,0.116582,0.140924,0.072686,0.039284,0.038384,0.093961,0.10381,0.224765,0.585637,1,0.597213,0.212684,0.194726,0.211629,0.175828,0.147443,0.136745,0.285176,0.398646,0.470103,0.39286,0.427367,1,0.524776,0.129022,0.108384,0.143425,0.248573,0.308565,1297.524604,1353.175207,1379.426566,1303.614062,1265.737445,1156.643197,1045.834446,1137.501991,1470.868062,1195.29731,1147.013951,1163.197653
Columba_oenas,0.648009,0.723087,0.923359,1,0.846541,0.623891,0.394479,0.348004,0.327425,0.336983,0.409235,0.513825,0.506786,0.581584,0.771257,0.971098,1,0.522708,0.213321,0.194174,0.22511,0.266677,0.302366,0.407294,0.15724,0.105909,0.380859,0.871627,1,0.29792,0.095585,0.077259,0.091498,0.098853,0.094375,0.117277,0.059573,0.091192,0.379165,0.841678,1,0.251514,0.061775,0.035692,0.032409,0.046124,0.037947,0.043236,0.045471,0.033632,0.21589,0.618494,1,0.346598,0.069527,0.044132,0.044148,0.032715,0.024211,0.029343,0.069742,0.068979,0.118246,0.393091,1,0.46348,0.099166,0.059726,0.055211,0.044457,0.0608,0.076279,0.094346,0.086371,0.126426,0.381578,1,0.767065,0.19984,0.077269,0.106925,0.135507,0.107847,0.097717,0.070985,0.087802,0.193238,0.486152,1,0.602507,0.215267,0.130827,0.136623,0.148481,0.106252,0.08402,0.054269,0.075221,0.296313,0.709907,1,0.205895,0.19381,0.10514,0.070402,0.053384,0.050467,0.051131,0.043766,0.037872,0.120101,0.430582,1,0.575348,0.155427,0.123742,0.059164,0.024158,0.025068,0.032999,0.051963,0.043774,0.124206,0.443333,1,0.436442,0.091583,0.126499,0.129631,0.060884,0.037771,0.040979,0.064404,0.076164,0.20996,0.55546,1,0.409444,0.125736,0.160399,0.187704,0.151842,0.118662,0.093836,0.136042,0.166846,0.116794,0.267713,1,0.757279,0.146787,0.077328,0.096863,0.183293,0.197425,0.172112,1276.73193,1349.418501,1380.341857,1299.52472,1264.221936,1154.828471,1042.42083,1145.634672,1470.591105,1193.900761,1167.765995,1210.743407
Columba_oenas,0.547407,0.636427,0.85267,1,0.864924,0.726704,0.458485,0.365215,0.371947,0.327608,0.346705,0.415344,0.449724,0.514863,0.68153,0.901653,1,0.604152,0.248696,0.181578,0.221501,0.258257,0.269471,0.350579,0.148747,0.107846,0.247034,0.769316,1,0.38822,0.108723,0.073266,0.084365,0.093825,0.088991,0.102955,0.054582,0.074328,0.254454,0.736014,1,0.353276,0.075318,0.037767,0.030246,0.04303,0.037004,0.038608,0.043902,0.03367,0.137263,0.517514,1,0.453964,0.100763,0.043452,0.045542,0.034624,0.024171,0.026556,0.073354,0.068306,0.098682,0.289618,1,0.585739,0.154397,0.061329,0.059608,0.046941,0.056351,0.078028,0.100292,0.09157,0.113459,0.293675,1,0.89181,0.3143,0.087481,0.102456,0.141512,0.118922,0.102015,0.072675,0.082432,0.159355,0.402255,1,0.703455,0.281429,0.140502,0.135197,0.153506,0.115411,0.088868,0.051258,0.063654,0.202218,0.600966,1,0.310052,0.18276,0.127513,0.072391,0.053209,0.046849,0.048926,0.043666,0.03917,0.085641,0.333157,1,0.691336,0.226244,0.130909,0.078372,0.028455,0.024198,0.031778,0.051987,0.045553,0.089086,0.341901,1,0.550004,0.136612,0.119166,0.143288,0.07427,0.040663,0.039511,0.060094,0.057553,0.140398,0.449579,1,0.481713,0.137621,0.144201,0.186088,0.151087,0.108844,0.086569,0.084481,0.078834,0.090621,0.225166,1,0.667109,0.169014,0.063155,0.080791,0.155404,0.142263,0.120644,1272.92293,1339.778895,1380.672336,1297.983781,1263.583992,1154.140913,1041.132302,1148.834351,1470.35378,1193.37961,1200.878034,1259.690939
Columba_oenas,0.477929,0.584305,0.834742,1,0.838976,0.789118,0.500315,0.378546,0.415479,0.373016,0.31092,0.363464,0.429991,0.499338,0.68007,0.911839,1,0.628374,0.257627,0.177383,0.233496,0.276487,0.270758,0.340721,0.147103,0.106298,0.245984,0.769623,1,0.385795,0.107316,0.072553,0.083389,0.092966,0.087968,0.101533,0.054241,0.07384,0.253437,0.734176,1,0.354622,0.075684,0.037917,0.030361,0.042882,0.036741,0.038269,0.044027,0.0339,0.1369,0.515444,1,0.454252,0.100818,0.043328,0.045642,0.03454,0.024242,0.026806,0.073617,0.068415,0.098083,0.287756,1,0.588745,0.155736,0.061683,0.059881,0.047529,0.056949,0.078528,0.100476,0.091968,0.114173,0.294562,1,0.89321,0.315377,0.088092,0.103011,0.142147,0.119208,0.102028,0.072124,0.082034,0.160078,0.404966,1,0.698712,0.279901,0.140502,0.135064,0.153133,0.115134,0.088638,0.051363,0.063602,0.201334,0.599095,1,0.312246,0.183969,0.127941,0.071858,0.052265,0.046056,0.048441,0.043604,0.03903,0.085093,0.331922,1,0.692671,0.225265,0.130229,0.078703,0.028626,0.02428,0.031824,0.052128,0.045676,0.089439,0.342765,1,0.547718,0.136349,0.119805,0.144214,0.074972,0.041118,0.039828,0.055327,0.049214,0.135531,0.462966,1,0.451061,0.120237,0.141548,0.183366,0.140235,0.096663,0.076557,0.046677,0.034159,0.087492,0.336083,1,0.507424,0.12211,0.057423,0.076692,0.134404,0.10069,0.077003,1264.809241,1335.911106,1380.986734,1296.459914,1262.917107,1153.453136,1039.867382,1152.079236,1470.048934,1192.867553,1188.851891,1243.292187
Columba_oenas,0.324109,0.51639,0.855111,1,0.900711,0.917702,0.658336,0.515141,0.621592,0.848564,0.446151,0.247417,0.387897,0.47669,0.731764,0.999761,1,0.626385,0.251913,0.166579,0.270945,0.381477,0.351836,0.359257,0.145749,0.096271,0.353351,0.857722,1,0.292095,0.089916,0.071728,0.0839,0.09268,0.086576,0.105687,0.056472,0.084136,0.348087,0.810662,1,0.271798,0.064128,0.037006,0.032336,0.044383,0.03585,0.040156,0.046025,0.034948,0.197033,0.58694,1,0.360071,0.072901,0.043083,0.044828,0.032117,0.024947,0.030361,0.071292,0.068871,0.108746,0.362122,1,0.496106,0.110374,0.061579,0.057413,0.048475,0.063385,0.079164,0.096376,0.089497,0.12857,0.36944,1,0.791332,0.217937,0.08173,0.109509,0.139928,0.110369,0.098368,0.067809,0.085182,0.195648,0.487983,1,0.585586,0.218465,0.131707,0.135383,0.147078,0.106225,0.083206,0.054497,0.071784,0.27096,0.676201,1,0.232907,0.197132,0.10911,0.065724,0.047122,0.044839,0.048103,0.043269,0.036872,0.109667,0.405174,1,0.595598,0.154735,0.121906,0.063512,0.025337,0.02529,0.032931,0.052744,0.044736,0.1211,0.429874,1,0.435802,0.09741,0.129206,0.137025,0.066362,0.040824,0.042539,0.079855,0.078388,0.323787,0.786298,1,0.359829,0.11475,0.192893,0.176707,0.103891,0.086701,0.088938,0.074442,0.182778,0.580047,1,0.595997,0.19702,0.173625,0.056781,0.077852,0.048225,0.037535,0.042184,1263.938286,1316.044923,1382.124873,1289.967605,1259.602652,1150.286896,1034.816311,1166.886918,1467.965721,1190.692052,1156.259443,1199.217081
Columba_oenas,0.319782,0.526457,0.847293,1,0.994233,0.925026,0.712639,0.564164,0.675947,0.991303,0.594575,0.279975,0.376272,0.463065,0.715273,0.989478,1,0.61982,0.253064,0.163875,0.264375,0.391589,0.374202,0.365982,0.144151,0.095014,0.352977,0.858414,1,0.289616,0.088831,0.070974,0.082905,0.091884,0.085586,0.104337,0.05614,0.083432,0.346566,0.808638,1,0.273174,0.064281,0.037215,0.032436,0.044197,0.035566,0.039809,0.04617,0.035268,0.196285,0.584892,1,0.360234,0.072901,0.04296,0.04493,0.032011,0.025103,0.030644,0.071486,0.068879,0.107863,0.360456,1,0.499139,0.111246,0.061844,0.057721,0.049154,0.063934,0.079568,0.096547,0.089878,0.129263,0.3701,1,0.792417,0.218746,0.082341,0.110039,0.140435,0.110524,0.098374,0.067297,0.084937,0.197059,0.491009,1,0.580775,0.217781,0.131661,0.135231,0.146692,0.106035,0.082974,0.054619,0.071572,0.269443,0.673729,1,0.235961,0.197986,0.109474,0.065059,0.046223,0.044083,0.047692,0.043216,0.036746,0.10906,0.404172,1,0.596395,0.15346,0.121494,0.0639,0.025474,0.025349,0.032957,0.052874,0.044885,0.121654,0.430879,1,0.433704,0.097657,0.129885,0.137998,0.067024,0.041298,0.042863,0.093502,0.097564,0.362506,0.835389,1,0.399438,0.134682,0.201501,0.176524,0.107304,0.097386,0.103803,0.116944,0.269168,0.670416,1,0.425612,0.274456,0.205691,0.062287,0.064492,0.042441,0.054681,0.067191,1240.655355,1308.389074,1382.328378,1288.545454,1258.75321,1149.473105,1033.828242,1170.366207,1467.333583,1190.211835,1133.42708,1147.103451
Columba_oenas,0.864639,0.637448,0.543455,0.696624,0.472742,0.527071,0.371235,0.358488,0.402704,0.641148,0.887902,1,0.486549,0.419238,0.516167,0.891784,1,0.584357,0.248851,0.161668,0.201206,0.271454,0.357026,0.460965,0.122781,0.086637,0.249448,0.787833,1,0.337606,0.084766,0.06089,0.068091,0.080472,0.074054,0.083239,0.050016,0.065002,0.242386,0.71106,1,0.364738,0.079271,0.040622,0.033112,0.040889,0.03259,0.033343,0.047172,0.038975,0.138043,0.489402,1,0.444919,0.097386,0.041524,0.046944,0.032882,0.026147,0.032404,0.077287,0.069327,0.089666,0.269786,1,0.62577,0.170586,0.066037,0.064234,0.059072,0.067612,0.085445,0.101591,0.096631,0.125352,0.312705,1,0.891561,0.313748,0.097619,0.112246,0.149754,0.121073,0.101244,0.063141,0.076402,0.177611,0.461764,1,0.600502,0.246044,0.137382,0.131062,0.144,0.108689,0.084173,0.053061,0.062666,0.189619,0.565548,1,0.353699,0.206958,0.133076,0.064502,0.038747,0.034603,0.041252,0.043253,0.037437,0.08115,0.324418,1,0.690145,0.197724,0.118989,0.082474,0.03134,0.025354,0.032391,0.054426,0.047383,0.099368,0.367707,1,0.499047,0.128319,0.131709,0.157841,0.08487,0.049087,0.045906,0.056521,0.047273,0.181065,0.60941,1,0.3737,0.088611,0.151767,0.180619,0.107067,0.068218,0.060829,0.024681,0.05728,0.288239,0.833737,1,0.27128,0.066716,0.091616,0.115534,0.040103,0.019014,0.022231,1265.254585,1310.084612,1381.756351,1274.574854,1247.444174,1136.446393,1026.286811,1210.976492,1456.94747,1185.087335,1202.507102,1295.777186
Columba_oenas,0.892361,0.662418,0.539316,0.697989,0.49519,0.518372,0.377947,0.35463,0.39426,0.602817,0.87588,1,0.484669,0.419837,0.489212,0.867685,1,0.606113,0.262237,0.161631,0.195656,0.260532,0.344015,0.449427,0.120403,0.08859,0.217441,0.760893,1,0.375806,0.088875,0.060542,0.066795,0.079374,0.073613,0.080524,0.048918,0.062162,0.215171,0.68633,1,0.405162,0.086892,0.041386,0.033334,0.040489,0.032877,0.032433,0.046822,0.039648,0.122232,0.467582,1,0.489096,0.111069,0.041764,0.047688,0.03426,0.026102,0.031968,0.079307,0.070224,0.087285,0.248644,1,0.675116,0.198782,0.067559,0.066113,0.060479,0.067339,0.086478,0.103551,0.098567,0.122671,0.294856,1,0.936215,0.361788,0.103078,0.111609,0.151862,0.125726,0.10297,0.064112,0.074656,0.166353,0.44375,1,0.6399,0.266023,0.142032,0.131231,0.145472,0.111594,0.0859,0.052264,0.061155,0.170613,0.542368,1,0.397229,0.208092,0.143719,0.068086,0.039716,0.034145,0.040561,0.043412,0.038542,0.074103,0.303763,1,0.736056,0.230301,0.11991,0.090229,0.033956,0.025403,0.032246,0.054694,0.048335,0.090698,0.346371,1,0.545252,0.145032,0.12996,0.16353,0.091162,0.050606,0.046015,0.057672,0.048207,0.163248,0.600057,1,0.415176,0.096234,0.149941,0.184832,0.112133,0.069307,0.060925,0.025874,0.060675,0.278072,0.856652,1,0.304032,0.068956,0.096289,0.116281,0.043294,0.019147,0.021305,1276.846988,1311.512585,1381.699542,1274.354206,1247.214737,1136.193303,1026.20506,1211.745813,1456.704711,1184.996083,1219.468539,1330.397317
Columba_oenas,0.001939,0.003273,0.002162,0.002656,0.008232,0.009641,0.020031,0.027305,0.24007,1,0.11785,0.002426,0.001229,0.002042,0.00191,0.001438,0.003948,0.009725,0.016683,0.030957,0.206052,1,0.207714,0.002842,0.00175,0.001783,0.001832,0.002281,0.010526,0.044437,0.126917,0.56862,0.917928,1,0.19318,0.003478,0.002571,0.00208,0.00323,0.067758,0.533141,0.719861,0.46674,1,0.860718,0.373297,0.052221,0.002636,0.001083,0.001324,0.008537,0.351178,1,0.418857,0.093388,0.055783,0.035188,0.076584,0.015031,0.001039,0.001109,0.00191,0.033619,1,0.875923,0.070501,0.04431,0.037625,0.020651,0.037331,0.008532,0.000961,0.001079,0.001323,0.027055,0.883686,1,0.195528,0.034203,0.019434,0.010802,0.020196,0.005296,0.000906,0.00114,0.001799,0.009838,0.329655,0.874918,1,0.360287,0.178145,0.045215,0.015701,0.003805,0.00123,0.000993,0.001154,0.002821,0.059323,0.134536,0.337779,0.406245,1,0.764965,0.244007,0.013477,0.001204,0.00095,0.000948,0.001673,0.023205,0.043418,0.036429,0.097871,0.486763,0.823521,1,0.15993,0.001829,0.000495,0.00062,0.000747,0.006847,0.012745,0.017032,0.060927,0.03994,0.125686,1,0.35663,0.003736,0.001257,0.001563,0.001905,0.014406,0.020707,0.046121,0.125908,0.264218,0.495875,1,0.325041,0.004518,0.002534,0.00258,0.003575,0.01525,0.039335,0.118784,0.249448,0.697496,1,0.51781,0.065643,0.002815,2124.952216,2064.005521,1885.452922,1751.509348,1711.365432,1753.676565,1695.906219,1688.336341,1769.263539,1979.128852,1924.719975,1843.990303
Columba_oenas,0.003472,0.003301,0.00409,0.003243,0.005474,0.013207,0.009986,0.02482,0.03847,0.488637,1,0.057098,0.001956,0.001543,0.00232,0.002006,0.001828,0.005872,0.012137,0.017875,0.0473,0.379967,1,0.091275,0.002353,0.001922,0.001859,0.001927,0.002964,0.018101,0.059187,0.20231,0.757504,1,0.925033,0.085104,0.002207,0.002442,0.001914,0.004896,0.135782,0.621987,0.620698,0.491222,1,0.656649,0.269503,0.020933,0.001134,0.001209,0.001738,0.024951,0.629143,1,0.32992,0.077808,0.050749,0.04365,0.078034,0.007067,0.000785,0.001036,0.001954,0.073672,1,0.418364,0.037114,0.037516,0.024952,0.01801,0.028139,0.003207,0.000883,0.000994,0.001468,0.065946,1,0.63582,0.118551,0.024567,0.014516,0.010536,0.016734,0.002369,0.001274,0.001294,0.002254,0.025925,0.489451,1,0.958737,0.307348,0.165146,0.035569,0.014039,0.002559,0.001074,0.000973,0.001187,0.005095,0.077794,0.148496,0.331738,0.482798,1,0.613984,0.153263,0.005448,0.001239,0.001084,0.001076,0.003102,0.034798,0.044517,0.040848,0.166439,0.629293,1,0.957292,0.074141,0.001089,0.000552,0.000584,0.001144,0.008543,0.012471,0.021145,0.063807,0.031729,0.226262,1,0.152032,0.002002,0.001466,0.001483,0.002201,0.016852,0.020083,0.066354,0.155683,0.337011,0.574406,1,0.148871,0.003252,0.003226,0.002817,0.002729,0.017158,0.047351,0.191711,0.364695,0.99094,1,0.456392,0.036267,2121.021321,2057.196036,1883.231062,1750.263125,1711.380551,1754.616449,1695.378382,1688.93146,1770.692803,1980.720067,1938.041762,1867.486929
Columba_oenas,0.004708,0.005141,0.005491,0.004315,0.005724,0.013556,0.017097,0.027486,0.055771,0.473972,1,0.062266,0.002147,0.001879,0.00256,0.002199,0.001922,0.005943,0.013146,0.018715,0.053359,0.387573,1,0.08967,0.002306,0.001919,0.001839,0.001914,0.003049,0.019269,0.061882,0.2098,0.771941,1,0.901841,0.080102,0.002225,0.002467,0.001942,0.005224,0.147693,0.652796,0.633912,0.498665,1,0.644674,0.265208,0.02016,0.001142,0.001217,0.00178,0.026917,0.654185,1,0.322187,0.076102,0.048919,0.04377,0.077444,0.006797,0.000778,0.001033,0.001956,0.076525,1,0.401715,0.035647,0.037018,0.024443,0.017831,0.027559,0.00307,0.000886,0.000991,0.001479,0.068055,1,0.630299,0.120514,0.024539,0.014262,0.010537,0.016479,0.002285,0.001278,0.001304,0.002279,0.026401,0.485778,1,0.964199,0.31492,0.17422,0.037523,0.01399,0.002529,0.001066,0.000968,0.001177,0.005181,0.076957,0.144508,0.321091,0.482651,1,0.616175,0.15442,0.005403,0.001229,0.001083,0.001074,0.003151,0.034659,0.044211,0.040544,0.165993,0.620078,1,0.963318,0.073083,0.00105,0.000555,0.000583,0.001172,0.008595,0.012248,0.021373,0.064114,0.031038,0.229873,1,0.147158,0.002191,0.001807,0.00165,0.002176,0.015953,0.017937,0.068706,0.171747,0.342922,0.590828,1,0.143505,0.004258,0.004373,0.003341,0.002374,0.012845,0.038254,0.200009,0.42342,0.99008,1,0.448087,0.036746,2164.470665,2084.568337,1881.005889,1749.033394,1711.410809,1755.532026,1694.85717,1689.548204,1772.046212,1982.282829,1933.045466,1873.645856
